"key_ID","year","directorate_general_ID","directorate_general","directorate_general_code","member_state_ID","member_state","member_state_code","decision_stage_ID","decision_stage","count_decisions"
9865,2004,30,"Trade","TRADE",20,"Latvia","LV",1,"Letter of formal notice (Art. 258)",2
9877,2004,30,"Trade","TRADE",22,"Malta","MT",1,"Letter of formal notice (Art. 258)",2
9895,2004,30,"Trade","TRADE",25,"Slovenia","SI",1,"Letter of formal notice (Art. 258)",1
9920,2005,1,"Agriculture and Rural Development","AGRI",4,"Italy","IT",2,"Reasoned opinion (Art. 258)",1
10045,2005,1,"Agriculture and Rural Development","AGRI",25,"Slovenia","SI",1,"Letter of formal notice (Art. 258)",1
10051,2005,2,"Budget","BUDG",1,"Belgium","BE",1,"Letter of formal notice (Art. 258)",1
10063,2005,2,"Budget","BUDG",3,"Germany","DE",1,"Letter of formal notice (Art. 258)",1
10065,2005,2,"Budget","BUDG",3,"Germany","DE",3,"Referral to the Court (Art. 258)",1
10069,2005,2,"Budget","BUDG",4,"Italy","IT",1,"Letter of formal notice (Art. 258)",1
10070,2005,2,"Budget","BUDG",4,"Italy","IT",2,"Reasoned opinion (Art. 258)",1
10071,2005,2,"Budget","BUDG",4,"Italy","IT",3,"Referral to the Court (Art. 258)",1
10081,2005,2,"Budget","BUDG",6,"Netherlands","NL",1,"Letter of formal notice (Art. 258)",1
10087,2005,2,"Budget","BUDG",7,"Denmark","DK",1,"Letter of formal notice (Art. 258)",1
10089,2005,2,"Budget","BUDG",7,"Denmark","DK",3,"Referral to the Court (Art. 258)",1
10107,2005,2,"Budget","BUDG",10,"Greece","EL",3,"Referral to the Court (Art. 258)",1
10112,2005,2,"Budget","BUDG",11,"Portugal","PT",2,"Reasoned opinion (Art. 258)",1
10113,2005,2,"Budget","BUDG",11,"Portugal","PT",3,"Referral to the Court (Art. 258)",2
10117,2005,2,"Budget","BUDG",12,"Spain","ES",1,"Letter of formal notice (Art. 258)",1
10118,2005,2,"Budget","BUDG",12,"Spain","ES",2,"Reasoned opinion (Art. 258)",1
10129,2005,2,"Budget","BUDG",14,"Finland","FI",1,"Letter of formal notice (Art. 258)",1
10131,2005,2,"Budget","BUDG",14,"Finland","FI",3,"Referral to the Court (Art. 258)",1
10135,2005,2,"Budget","BUDG",15,"Sweden","SE",1,"Letter of formal notice (Art. 258)",1
10351,2005,4,"Communication Networks, Content and Technology","CONNECT",1,"Belgium","BE",1,"Letter of formal notice (Art. 258)",2
10357,2005,4,"Communication Networks, Content and Technology","CONNECT",2,"France","FR",1,"Letter of formal notice (Art. 258)",2
10358,2005,4,"Communication Networks, Content and Technology","CONNECT",2,"France","FR",2,"Reasoned opinion (Art. 258)",1
10363,2005,4,"Communication Networks, Content and Technology","CONNECT",3,"Germany","DE",1,"Letter of formal notice (Art. 258)",3
10364,2005,4,"Communication Networks, Content and Technology","CONNECT",3,"Germany","DE",2,"Reasoned opinion (Art. 258)",2
10369,2005,4,"Communication Networks, Content and Technology","CONNECT",4,"Italy","IT",1,"Letter of formal notice (Art. 258)",3
10375,2005,4,"Communication Networks, Content and Technology","CONNECT",5,"Luxembourg","LU",1,"Letter of formal notice (Art. 258)",2
10381,2005,4,"Communication Networks, Content and Technology","CONNECT",6,"Netherlands","NL",1,"Letter of formal notice (Art. 258)",2
10399,2005,4,"Communication Networks, Content and Technology","CONNECT",9,"United Kingdom","UK",1,"Letter of formal notice (Art. 258)",2
10400,2005,4,"Communication Networks, Content and Technology","CONNECT",9,"United Kingdom","UK",2,"Reasoned opinion (Art. 258)",1
10405,2005,4,"Communication Networks, Content and Technology","CONNECT",10,"Greece","EL",1,"Letter of formal notice (Art. 258)",2
10406,2005,4,"Communication Networks, Content and Technology","CONNECT",10,"Greece","EL",2,"Reasoned opinion (Art. 258)",1
10411,2005,4,"Communication Networks, Content and Technology","CONNECT",11,"Portugal","PT",1,"Letter of formal notice (Art. 258)",3
10417,2005,4,"Communication Networks, Content and Technology","CONNECT",12,"Spain","ES",1,"Letter of formal notice (Art. 258)",1
10423,2005,4,"Communication Networks, Content and Technology","CONNECT",13,"Austria","AT",1,"Letter of formal notice (Art. 258)",3
10429,2005,4,"Communication Networks, Content and Technology","CONNECT",14,"Finland","FI",1,"Letter of formal notice (Art. 258)",3
10430,2005,4,"Communication Networks, Content and Technology","CONNECT",14,"Finland","FI",2,"Reasoned opinion (Art. 258)",1
10436,2005,4,"Communication Networks, Content and Technology","CONNECT",15,"Sweden","SE",2,"Reasoned opinion (Art. 258)",1
10441,2005,4,"Communication Networks, Content and Technology","CONNECT",16,"Cyprus","CY",1,"Letter of formal notice (Art. 258)",4
10447,2005,4,"Communication Networks, Content and Technology","CONNECT",17,"Czech Republic","CZ",1,"Letter of formal notice (Art. 258)",5
10448,2005,4,"Communication Networks, Content and Technology","CONNECT",17,"Czech Republic","CZ",2,"Reasoned opinion (Art. 258)",2
10453,2005,4,"Communication Networks, Content and Technology","CONNECT",18,"Estonia","EE",1,"Letter of formal notice (Art. 258)",3
10459,2005,4,"Communication Networks, Content and Technology","CONNECT",19,"Hungary","HU",1,"Letter of formal notice (Art. 258)",2
10465,2005,4,"Communication Networks, Content and Technology","CONNECT",20,"Latvia","LV",1,"Letter of formal notice (Art. 258)",5
10466,2005,4,"Communication Networks, Content and Technology","CONNECT",20,"Latvia","LV",2,"Reasoned opinion (Art. 258)",2
10471,2005,4,"Communication Networks, Content and Technology","CONNECT",21,"Lithuania","LT",1,"Letter of formal notice (Art. 258)",3
10477,2005,4,"Communication Networks, Content and Technology","CONNECT",22,"Malta","MT",1,"Letter of formal notice (Art. 258)",4
10478,2005,4,"Communication Networks, Content and Technology","CONNECT",22,"Malta","MT",2,"Reasoned opinion (Art. 258)",2
10483,2005,4,"Communication Networks, Content and Technology","CONNECT",23,"Poland","PL",1,"Letter of formal notice (Art. 258)",6
10484,2005,4,"Communication Networks, Content and Technology","CONNECT",23,"Poland","PL",2,"Reasoned opinion (Art. 258)",4
10489,2005,4,"Communication Networks, Content and Technology","CONNECT",24,"Slovakia","SK",1,"Letter of formal notice (Art. 258)",5
10490,2005,4,"Communication Networks, Content and Technology","CONNECT",24,"Slovakia","SK",2,"Reasoned opinion (Art. 258)",1
10495,2005,4,"Communication Networks, Content and Technology","CONNECT",25,"Slovenia","SI",1,"Letter of formal notice (Art. 258)",3
10549,2005,5,"Competition","COMP",9,"United Kingdom","UK",1,"Letter of formal notice (Art. 258)",1
10558,2005,5,"Competition","COMP",10,"Greece","EL",4,"Letter of formal notice (Art. 260)",2
10562,2005,5,"Competition","COMP",11,"Portugal","PT",2,"Reasoned opinion (Art. 258)",1
10568,2005,5,"Competition","COMP",12,"Spain","ES",2,"Reasoned opinion (Art. 258)",1
10574,2005,5,"Competition","COMP",13,"Austria","AT",2,"Reasoned opinion (Art. 258)",1
10585,2005,5,"Competition","COMP",15,"Sweden","SE",1,"Letter of formal notice (Art. 258)",1
10586,2005,5,"Competition","COMP",15,"Sweden","SE",2,"Reasoned opinion (Art. 258)",1
10588,2005,5,"Competition","COMP",15,"Sweden","SE",4,"Letter of formal notice (Art. 260)",1
10598,2005,5,"Competition","COMP",17,"Czech Republic","CZ",2,"Reasoned opinion (Art. 258)",4
10609,2005,5,"Competition","COMP",19,"Hungary","HU",1,"Letter of formal notice (Art. 258)",1
10621,2005,5,"Competition","COMP",21,"Lithuania","LT",1,"Letter of formal notice (Art. 258)",1
11006,2005,8,"Education, Youth, Sport and Culture","EAC",10,"Greece","EL",2,"Reasoned opinion (Art. 258)",1
11101,2005,9,"Employment, Social Affairs and Inclusion","EMPL",1,"Belgium","BE",1,"Letter of formal notice (Art. 258)",3
11102,2005,9,"Employment, Social Affairs and Inclusion","EMPL",1,"Belgium","BE",2,"Reasoned opinion (Art. 258)",2
11104,2005,9,"Employment, Social Affairs and Inclusion","EMPL",1,"Belgium","BE",4,"Letter of formal notice (Art. 260)",1
11107,2005,9,"Employment, Social Affairs and Inclusion","EMPL",2,"France","FR",1,"Letter of formal notice (Art. 258)",4
11108,2005,9,"Employment, Social Affairs and Inclusion","EMPL",2,"France","FR",2,"Reasoned opinion (Art. 258)",1
11113,2005,9,"Employment, Social Affairs and Inclusion","EMPL",3,"Germany","DE",1,"Letter of formal notice (Art. 258)",5
11114,2005,9,"Employment, Social Affairs and Inclusion","EMPL",3,"Germany","DE",2,"Reasoned opinion (Art. 258)",2
11119,2005,9,"Employment, Social Affairs and Inclusion","EMPL",4,"Italy","IT",1,"Letter of formal notice (Art. 258)",4
11120,2005,9,"Employment, Social Affairs and Inclusion","EMPL",4,"Italy","IT",2,"Reasoned opinion (Art. 258)",4
11121,2005,9,"Employment, Social Affairs and Inclusion","EMPL",4,"Italy","IT",3,"Referral to the Court (Art. 258)",1
11122,2005,9,"Employment, Social Affairs and Inclusion","EMPL",4,"Italy","IT",4,"Letter of formal notice (Art. 260)",1
11125,2005,9,"Employment, Social Affairs and Inclusion","EMPL",5,"Luxembourg","LU",1,"Letter of formal notice (Art. 258)",4
11126,2005,9,"Employment, Social Affairs and Inclusion","EMPL",5,"Luxembourg","LU",2,"Reasoned opinion (Art. 258)",4
11127,2005,9,"Employment, Social Affairs and Inclusion","EMPL",5,"Luxembourg","LU",3,"Referral to the Court (Art. 258)",1
11130,2005,9,"Employment, Social Affairs and Inclusion","EMPL",5,"Luxembourg","LU",6,"Referral to the Court (Art. 260)",1
11137,2005,9,"Employment, Social Affairs and Inclusion","EMPL",7,"Denmark","DK",1,"Letter of formal notice (Art. 258)",2
11143,2005,9,"Employment, Social Affairs and Inclusion","EMPL",8,"Ireland","IE",1,"Letter of formal notice (Art. 258)",3
11144,2005,9,"Employment, Social Affairs and Inclusion","EMPL",8,"Ireland","IE",2,"Reasoned opinion (Art. 258)",4
11145,2005,9,"Employment, Social Affairs and Inclusion","EMPL",8,"Ireland","IE",3,"Referral to the Court (Art. 258)",1
11149,2005,9,"Employment, Social Affairs and Inclusion","EMPL",9,"United Kingdom","UK",1,"Letter of formal notice (Art. 258)",3
11150,2005,9,"Employment, Social Affairs and Inclusion","EMPL",9,"United Kingdom","UK",2,"Reasoned opinion (Art. 258)",1
11155,2005,9,"Employment, Social Affairs and Inclusion","EMPL",10,"Greece","EL",1,"Letter of formal notice (Art. 258)",7
11156,2005,9,"Employment, Social Affairs and Inclusion","EMPL",10,"Greece","EL",2,"Reasoned opinion (Art. 258)",2
11157,2005,9,"Employment, Social Affairs and Inclusion","EMPL",10,"Greece","EL",3,"Referral to the Court (Art. 258)",1
11161,2005,9,"Employment, Social Affairs and Inclusion","EMPL",11,"Portugal","PT",1,"Letter of formal notice (Art. 258)",3
11162,2005,9,"Employment, Social Affairs and Inclusion","EMPL",11,"Portugal","PT",2,"Reasoned opinion (Art. 258)",2
11167,2005,9,"Employment, Social Affairs and Inclusion","EMPL",12,"Spain","ES",1,"Letter of formal notice (Art. 258)",6
11168,2005,9,"Employment, Social Affairs and Inclusion","EMPL",12,"Spain","ES",2,"Reasoned opinion (Art. 258)",2
11173,2005,9,"Employment, Social Affairs and Inclusion","EMPL",13,"Austria","AT",1,"Letter of formal notice (Art. 258)",1
11174,2005,9,"Employment, Social Affairs and Inclusion","EMPL",13,"Austria","AT",2,"Reasoned opinion (Art. 258)",4
11176,2005,9,"Employment, Social Affairs and Inclusion","EMPL",13,"Austria","AT",4,"Letter of formal notice (Art. 260)",1
11179,2005,9,"Employment, Social Affairs and Inclusion","EMPL",14,"Finland","FI",1,"Letter of formal notice (Art. 258)",2
11182,2005,9,"Employment, Social Affairs and Inclusion","EMPL",14,"Finland","FI",4,"Letter of formal notice (Art. 260)",1
11185,2005,9,"Employment, Social Affairs and Inclusion","EMPL",15,"Sweden","SE",1,"Letter of formal notice (Art. 258)",3
11191,2005,9,"Employment, Social Affairs and Inclusion","EMPL",16,"Cyprus","CY",1,"Letter of formal notice (Art. 258)",3
11197,2005,9,"Employment, Social Affairs and Inclusion","EMPL",17,"Czech Republic","CZ",1,"Letter of formal notice (Art. 258)",3
11198,2005,9,"Employment, Social Affairs and Inclusion","EMPL",17,"Czech Republic","CZ",2,"Reasoned opinion (Art. 258)",3
11203,2005,9,"Employment, Social Affairs and Inclusion","EMPL",18,"Estonia","EE",1,"Letter of formal notice (Art. 258)",1
11204,2005,9,"Employment, Social Affairs and Inclusion","EMPL",18,"Estonia","EE",2,"Reasoned opinion (Art. 258)",1
11215,2005,9,"Employment, Social Affairs and Inclusion","EMPL",20,"Latvia","LV",1,"Letter of formal notice (Art. 258)",2
11227,2005,9,"Employment, Social Affairs and Inclusion","EMPL",22,"Malta","MT",1,"Letter of formal notice (Art. 258)",2
11228,2005,9,"Employment, Social Affairs and Inclusion","EMPL",22,"Malta","MT",2,"Reasoned opinion (Art. 258)",1
11233,2005,9,"Employment, Social Affairs and Inclusion","EMPL",23,"Poland","PL",1,"Letter of formal notice (Art. 258)",1
11234,2005,9,"Employment, Social Affairs and Inclusion","EMPL",23,"Poland","PL",2,"Reasoned opinion (Art. 258)",1
11245,2005,9,"Employment, Social Affairs and Inclusion","EMPL",25,"Slovenia","SI",1,"Letter of formal notice (Art. 258)",1
11246,2005,9,"Employment, Social Affairs and Inclusion","EMPL",25,"Slovenia","SI",2,"Reasoned opinion (Art. 258)",1
11251,2005,10,"Energy","ENER",1,"Belgium","BE",1,"Letter of formal notice (Art. 258)",5
11252,2005,10,"Energy","ENER",1,"Belgium","BE",2,"Reasoned opinion (Art. 258)",2
11257,2005,10,"Energy","ENER",2,"France","FR",1,"Letter of formal notice (Art. 258)",4
11258,2005,10,"Energy","ENER",2,"France","FR",2,"Reasoned opinion (Art. 258)",1
11263,2005,10,"Energy","ENER",3,"Germany","DE",1,"Letter of formal notice (Art. 258)",2
11264,2005,10,"Energy","ENER",3,"Germany","DE",2,"Reasoned opinion (Art. 258)",2
11269,2005,10,"Energy","ENER",4,"Italy","IT",1,"Letter of formal notice (Art. 258)",6
11270,2005,10,"Energy","ENER",4,"Italy","IT",2,"Reasoned opinion (Art. 258)",4
11271,2005,10,"Energy","ENER",4,"Italy","IT",3,"Referral to the Court (Art. 258)",1
11275,2005,10,"Energy","ENER",5,"Luxembourg","LU",1,"Letter of formal notice (Art. 258)",4
11276,2005,10,"Energy","ENER",5,"Luxembourg","LU",2,"Reasoned opinion (Art. 258)",6
11277,2005,10,"Energy","ENER",5,"Luxembourg","LU",3,"Referral to the Court (Art. 258)",6
11278,2005,10,"Energy","ENER",5,"Luxembourg","LU",4,"Letter of formal notice (Art. 260)",1
11279,2005,10,"Energy","ENER",5,"Luxembourg","LU",5,"Reasoned opinion (Art. 260)",1
11281,2005,10,"Energy","ENER",6,"Netherlands","NL",1,"Letter of formal notice (Art. 258)",3
11282,2005,10,"Energy","ENER",6,"Netherlands","NL",2,"Reasoned opinion (Art. 258)",1
11287,2005,10,"Energy","ENER",7,"Denmark","DK",1,"Letter of formal notice (Art. 258)",1
11293,2005,10,"Energy","ENER",8,"Ireland","IE",1,"Letter of formal notice (Art. 258)",3
11294,2005,10,"Energy","ENER",8,"Ireland","IE",2,"Reasoned opinion (Art. 258)",1
11295,2005,10,"Energy","ENER",8,"Ireland","IE",3,"Referral to the Court (Art. 258)",1
11299,2005,10,"Energy","ENER",9,"United Kingdom","UK",1,"Letter of formal notice (Art. 258)",1
11301,2005,10,"Energy","ENER",9,"United Kingdom","UK",3,"Referral to the Court (Art. 258)",2
11305,2005,10,"Energy","ENER",10,"Greece","EL",1,"Letter of formal notice (Art. 258)",4
11306,2005,10,"Energy","ENER",10,"Greece","EL",2,"Reasoned opinion (Art. 258)",2
11307,2005,10,"Energy","ENER",10,"Greece","EL",3,"Referral to the Court (Art. 258)",1
11311,2005,10,"Energy","ENER",11,"Portugal","PT",1,"Letter of formal notice (Art. 258)",3
11312,2005,10,"Energy","ENER",11,"Portugal","PT",2,"Reasoned opinion (Art. 258)",3
11313,2005,10,"Energy","ENER",11,"Portugal","PT",3,"Referral to the Court (Art. 258)",3
11317,2005,10,"Energy","ENER",12,"Spain","ES",1,"Letter of formal notice (Art. 258)",2
11318,2005,10,"Energy","ENER",12,"Spain","ES",2,"Reasoned opinion (Art. 258)",2
11319,2005,10,"Energy","ENER",12,"Spain","ES",3,"Referral to the Court (Art. 258)",2
11323,2005,10,"Energy","ENER",13,"Austria","AT",1,"Letter of formal notice (Art. 258)",1
11329,2005,10,"Energy","ENER",14,"Finland","FI",1,"Letter of formal notice (Art. 258)",3
11330,2005,10,"Energy","ENER",14,"Finland","FI",2,"Reasoned opinion (Art. 258)",1
11335,2005,10,"Energy","ENER",15,"Sweden","SE",1,"Letter of formal notice (Art. 258)",1
11336,2005,10,"Energy","ENER",15,"Sweden","SE",2,"Reasoned opinion (Art. 258)",2
11341,2005,10,"Energy","ENER",16,"Cyprus","CY",1,"Letter of formal notice (Art. 258)",3
11347,2005,10,"Energy","ENER",17,"Czech Republic","CZ",1,"Letter of formal notice (Art. 258)",2
11353,2005,10,"Energy","ENER",18,"Estonia","EE",1,"Letter of formal notice (Art. 258)",3
11354,2005,10,"Energy","ENER",18,"Estonia","EE",2,"Reasoned opinion (Art. 258)",3
11355,2005,10,"Energy","ENER",18,"Estonia","EE",3,"Referral to the Court (Art. 258)",1
11359,2005,10,"Energy","ENER",19,"Hungary","HU",1,"Letter of formal notice (Art. 258)",4
11365,2005,10,"Energy","ENER",20,"Latvia","LV",1,"Letter of formal notice (Art. 258)",3
11366,2005,10,"Energy","ENER",20,"Latvia","LV",2,"Reasoned opinion (Art. 258)",2
11371,2005,10,"Energy","ENER",21,"Lithuania","LT",1,"Letter of formal notice (Art. 258)",2
11372,2005,10,"Energy","ENER",21,"Lithuania","LT",2,"Reasoned opinion (Art. 258)",1
11377,2005,10,"Energy","ENER",22,"Malta","MT",1,"Letter of formal notice (Art. 258)",1
11383,2005,10,"Energy","ENER",23,"Poland","PL",1,"Letter of formal notice (Art. 258)",2
11389,2005,10,"Energy","ENER",24,"Slovakia","SK",1,"Letter of formal notice (Art. 258)",3
11390,2005,10,"Energy","ENER",24,"Slovakia","SK",2,"Reasoned opinion (Art. 258)",2
11395,2005,10,"Energy","ENER",25,"Slovenia","SI",1,"Letter of formal notice (Art. 258)",2
11396,2005,10,"Energy","ENER",25,"Slovenia","SI",2,"Reasoned opinion (Art. 258)",2
11401,2005,11,"Enterprise and Industry","ENTR",1,"Belgium","BE",1,"Letter of formal notice (Art. 258)",14
11402,2005,11,"Enterprise and Industry","ENTR",1,"Belgium","BE",2,"Reasoned opinion (Art. 258)",1
11403,2005,11,"Enterprise and Industry","ENTR",1,"Belgium","BE",3,"Referral to the Court (Art. 258)",1
11407,2005,11,"Enterprise and Industry","ENTR",2,"France","FR",1,"Letter of formal notice (Art. 258)",11
11408,2005,11,"Enterprise and Industry","ENTR",2,"France","FR",2,"Reasoned opinion (Art. 258)",7
11409,2005,11,"Enterprise and Industry","ENTR",2,"France","FR",3,"Referral to the Court (Art. 258)",3
11410,2005,11,"Enterprise and Industry","ENTR",2,"France","FR",4,"Letter of formal notice (Art. 260)",2
11413,2005,11,"Enterprise and Industry","ENTR",3,"Germany","DE",1,"Letter of formal notice (Art. 258)",5
11414,2005,11,"Enterprise and Industry","ENTR",3,"Germany","DE",2,"Reasoned opinion (Art. 258)",2
11416,2005,11,"Enterprise and Industry","ENTR",3,"Germany","DE",4,"Letter of formal notice (Art. 260)",1
11419,2005,11,"Enterprise and Industry","ENTR",4,"Italy","IT",1,"Letter of formal notice (Art. 258)",14
11420,2005,11,"Enterprise and Industry","ENTR",4,"Italy","IT",2,"Reasoned opinion (Art. 258)",10
11421,2005,11,"Enterprise and Industry","ENTR",4,"Italy","IT",3,"Referral to the Court (Art. 258)",4
11422,2005,11,"Enterprise and Industry","ENTR",4,"Italy","IT",4,"Letter of formal notice (Art. 260)",1
11423,2005,11,"Enterprise and Industry","ENTR",4,"Italy","IT",5,"Reasoned opinion (Art. 260)",1
11425,2005,11,"Enterprise and Industry","ENTR",5,"Luxembourg","LU",1,"Letter of formal notice (Art. 258)",13
11426,2005,11,"Enterprise and Industry","ENTR",5,"Luxembourg","LU",2,"Reasoned opinion (Art. 258)",5
11427,2005,11,"Enterprise and Industry","ENTR",5,"Luxembourg","LU",3,"Referral to the Court (Art. 258)",3
11430,2005,11,"Enterprise and Industry","ENTR",5,"Luxembourg","LU",6,"Referral to the Court (Art. 260)",1
11431,2005,11,"Enterprise and Industry","ENTR",6,"Netherlands","NL",1,"Letter of formal notice (Art. 258)",6
11432,2005,11,"Enterprise and Industry","ENTR",6,"Netherlands","NL",2,"Reasoned opinion (Art. 258)",1
11433,2005,11,"Enterprise and Industry","ENTR",6,"Netherlands","NL",3,"Referral to the Court (Art. 258)",2
11437,2005,11,"Enterprise and Industry","ENTR",7,"Denmark","DK",1,"Letter of formal notice (Art. 258)",8
11438,2005,11,"Enterprise and Industry","ENTR",7,"Denmark","DK",2,"Reasoned opinion (Art. 258)",1
11443,2005,11,"Enterprise and Industry","ENTR",8,"Ireland","IE",1,"Letter of formal notice (Art. 258)",11
11444,2005,11,"Enterprise and Industry","ENTR",8,"Ireland","IE",2,"Reasoned opinion (Art. 258)",3
11449,2005,11,"Enterprise and Industry","ENTR",9,"United Kingdom","UK",1,"Letter of formal notice (Art. 258)",8
11450,2005,11,"Enterprise and Industry","ENTR",9,"United Kingdom","UK",2,"Reasoned opinion (Art. 258)",1
11455,2005,11,"Enterprise and Industry","ENTR",10,"Greece","EL",1,"Letter of formal notice (Art. 258)",16
11456,2005,11,"Enterprise and Industry","ENTR",10,"Greece","EL",2,"Reasoned opinion (Art. 258)",6
11457,2005,11,"Enterprise and Industry","ENTR",10,"Greece","EL",3,"Referral to the Court (Art. 258)",1
11461,2005,11,"Enterprise and Industry","ENTR",11,"Portugal","PT",1,"Letter of formal notice (Art. 258)",14
11462,2005,11,"Enterprise and Industry","ENTR",11,"Portugal","PT",2,"Reasoned opinion (Art. 258)",14
11463,2005,11,"Enterprise and Industry","ENTR",11,"Portugal","PT",3,"Referral to the Court (Art. 258)",1
11467,2005,11,"Enterprise and Industry","ENTR",12,"Spain","ES",1,"Letter of formal notice (Art. 258)",8
11468,2005,11,"Enterprise and Industry","ENTR",12,"Spain","ES",2,"Reasoned opinion (Art. 258)",3
11469,2005,11,"Enterprise and Industry","ENTR",12,"Spain","ES",3,"Referral to the Court (Art. 258)",1
11473,2005,11,"Enterprise and Industry","ENTR",13,"Austria","AT",1,"Letter of formal notice (Art. 258)",15
11474,2005,11,"Enterprise and Industry","ENTR",13,"Austria","AT",2,"Reasoned opinion (Art. 258)",5
11475,2005,11,"Enterprise and Industry","ENTR",13,"Austria","AT",3,"Referral to the Court (Art. 258)",1
11479,2005,11,"Enterprise and Industry","ENTR",14,"Finland","FI",1,"Letter of formal notice (Art. 258)",5
11480,2005,11,"Enterprise and Industry","ENTR",14,"Finland","FI",2,"Reasoned opinion (Art. 258)",1
11485,2005,11,"Enterprise and Industry","ENTR",15,"Sweden","SE",1,"Letter of formal notice (Art. 258)",11
11486,2005,11,"Enterprise and Industry","ENTR",15,"Sweden","SE",2,"Reasoned opinion (Art. 258)",1
11491,2005,11,"Enterprise and Industry","ENTR",16,"Cyprus","CY",1,"Letter of formal notice (Art. 258)",11
11492,2005,11,"Enterprise and Industry","ENTR",16,"Cyprus","CY",2,"Reasoned opinion (Art. 258)",2
11497,2005,11,"Enterprise and Industry","ENTR",17,"Czech Republic","CZ",1,"Letter of formal notice (Art. 258)",11
11498,2005,11,"Enterprise and Industry","ENTR",17,"Czech Republic","CZ",2,"Reasoned opinion (Art. 258)",2
11503,2005,11,"Enterprise and Industry","ENTR",18,"Estonia","EE",1,"Letter of formal notice (Art. 258)",8
11504,2005,11,"Enterprise and Industry","ENTR",18,"Estonia","EE",2,"Reasoned opinion (Art. 258)",1
11509,2005,11,"Enterprise and Industry","ENTR",19,"Hungary","HU",1,"Letter of formal notice (Art. 258)",11
11510,2005,11,"Enterprise and Industry","ENTR",19,"Hungary","HU",2,"Reasoned opinion (Art. 258)",1
11515,2005,11,"Enterprise and Industry","ENTR",20,"Latvia","LV",1,"Letter of formal notice (Art. 258)",11
11516,2005,11,"Enterprise and Industry","ENTR",20,"Latvia","LV",2,"Reasoned opinion (Art. 258)",2
11521,2005,11,"Enterprise and Industry","ENTR",21,"Lithuania","LT",1,"Letter of formal notice (Art. 258)",2
11527,2005,11,"Enterprise and Industry","ENTR",22,"Malta","MT",1,"Letter of formal notice (Art. 258)",11
11528,2005,11,"Enterprise and Industry","ENTR",22,"Malta","MT",2,"Reasoned opinion (Art. 258)",1
11533,2005,11,"Enterprise and Industry","ENTR",23,"Poland","PL",1,"Letter of formal notice (Art. 258)",14
11534,2005,11,"Enterprise and Industry","ENTR",23,"Poland","PL",2,"Reasoned opinion (Art. 258)",2
11539,2005,11,"Enterprise and Industry","ENTR",24,"Slovakia","SK",1,"Letter of formal notice (Art. 258)",8
11540,2005,11,"Enterprise and Industry","ENTR",24,"Slovakia","SK",2,"Reasoned opinion (Art. 258)",5
11545,2005,11,"Enterprise and Industry","ENTR",25,"Slovenia","SI",1,"Letter of formal notice (Art. 258)",13
11546,2005,11,"Enterprise and Industry","ENTR",25,"Slovenia","SI",2,"Reasoned opinion (Art. 258)",7
11551,2005,12,"Environment","ENV",1,"Belgium","BE",1,"Letter of formal notice (Art. 258)",11
11552,2005,12,"Environment","ENV",1,"Belgium","BE",2,"Reasoned opinion (Art. 258)",8
11553,2005,12,"Environment","ENV",1,"Belgium","BE",3,"Referral to the Court (Art. 258)",2
11557,2005,12,"Environment","ENV",2,"France","FR",1,"Letter of formal notice (Art. 258)",16
11558,2005,12,"Environment","ENV",2,"France","FR",2,"Reasoned opinion (Art. 258)",8
11560,2005,12,"Environment","ENV",2,"France","FR",4,"Letter of formal notice (Art. 260)",6
11561,2005,12,"Environment","ENV",2,"France","FR",5,"Reasoned opinion (Art. 260)",3
11563,2005,12,"Environment","ENV",3,"Germany","DE",1,"Letter of formal notice (Art. 258)",8
11564,2005,12,"Environment","ENV",3,"Germany","DE",2,"Reasoned opinion (Art. 258)",3
11565,2005,12,"Environment","ENV",3,"Germany","DE",3,"Referral to the Court (Art. 258)",2
11566,2005,12,"Environment","ENV",3,"Germany","DE",4,"Letter of formal notice (Art. 260)",1
11567,2005,12,"Environment","ENV",3,"Germany","DE",5,"Reasoned opinion (Art. 260)",1
11569,2005,12,"Environment","ENV",4,"Italy","IT",1,"Letter of formal notice (Art. 258)",38
11570,2005,12,"Environment","ENV",4,"Italy","IT",2,"Reasoned opinion (Art. 258)",22
11571,2005,12,"Environment","ENV",4,"Italy","IT",3,"Referral to the Court (Art. 258)",6
11572,2005,12,"Environment","ENV",4,"Italy","IT",4,"Letter of formal notice (Art. 260)",10
11573,2005,12,"Environment","ENV",4,"Italy","IT",5,"Reasoned opinion (Art. 260)",1
11575,2005,12,"Environment","ENV",5,"Luxembourg","LU",1,"Letter of formal notice (Art. 258)",8
11576,2005,12,"Environment","ENV",5,"Luxembourg","LU",2,"Reasoned opinion (Art. 258)",8
11577,2005,12,"Environment","ENV",5,"Luxembourg","LU",3,"Referral to the Court (Art. 258)",4
11581,2005,12,"Environment","ENV",6,"Netherlands","NL",1,"Letter of formal notice (Art. 258)",7
11582,2005,12,"Environment","ENV",6,"Netherlands","NL",2,"Reasoned opinion (Art. 258)",1
11583,2005,12,"Environment","ENV",6,"Netherlands","NL",3,"Referral to the Court (Art. 258)",1
11584,2005,12,"Environment","ENV",6,"Netherlands","NL",4,"Letter of formal notice (Art. 260)",1
11587,2005,12,"Environment","ENV",7,"Denmark","DK",1,"Letter of formal notice (Art. 258)",6
11588,2005,12,"Environment","ENV",7,"Denmark","DK",2,"Reasoned opinion (Art. 258)",2
